content,score,sentiment,sentiment_encoded
jelek banget baru kali susah banget beli token listtik ja saldo potong no token listrik gak masuk uda tunggu 1x24 jam saldo kembali juga kecewa banget,1,Negative,0
karena bni mobile sering force close saran pakai dulu aja tau ini apk banyak masalah mulai fitur galengkap segala macam ancang apknya it bni aneh banget update bni mobile makin aneh kasih alternatif apk lain banyak bug fitur kurang,3,Negative,0
mengapa apk nya bisa buka baru 2 hari daftr sekarang bisa buka tadi,4,Positive,1
saya laku transaksi token listrik transaksi gagal saldo kurang itu gimana terus uang gimana,3,Negative,0
ko nga ad fitur tarik tunai setor tunai susah guna nya lebih enak mbanking mobile,2,Negative,0
saya kasih bintang empat dulu krn jauh ga masalah donlod krn bni mobile nya yg justru kendala sering force close bukan aja bni mobile itu makanya donlod wondr alhamdulillah kendala trf aman ga force close saldo juga baca situ ada catat mutasi di apk wondr ini,4,Positive,1
yang buat aplikasi bikin susah makin lama bni makin ribet bagus bni mobile,1,Negative,0
saya kira keren wondr by bni ini tapi nyata tak itu saya transaksi beli token listrik gagal saldo tetep sedot tidak kembali uh nyesel beli token listrik pakai wondr by bni saya rekomendasi jangan pakai app ini ada baik jamin layan nyaman aman,1,Negative,0
ngisi token transaksi gagal saldo kurang udah lapor lwat email ngg jawab,2,Negative,0
bagus tidak kendala,5,Positive,1
mohon maaf kecewa ada fitur tarik tunai setor tunai kartu,1,Negative,0
layan lihat kartu bisa kak saya mau buat pin atm,1,Negative,0
bni mbanking bisa beli token listrik langsung arah wondr by bni pas beli token listrik bayar hasil notifikasi nya gagal saldo potong sesuai biaya transaksi saya tidak dapat nomor isi token listrik saya mohon bantu,2,Negative,0
aplikasi jelek saya laku transaksi tetapi gagal saldo tetap potong masih bagus bni mobile,1,Negative,0
mudah buat belanja terkadang transaksi kata gagal kok saldo tetap potong,2,Negative,0
transaksi hasil saldo potong,1,Negative,0
aplikasi burik jauh lebih bagus aplikasi lama beli token pln gagal saldo potong dana bukan langsung balik padahal email notifikasi transaksi gagal masih buat lapor harus ga sampe menit dana langsung balik akun nasabah spt bank lain bank dana triliun buat aplikasi ga becus masak lah sama usaha skala umkm,1,Negative,0
saya transaksi wonder saldo kurang jd gimanaa solusi biasa transaksi pakai wonder ada masalah,2,Negative,0
transaksi gagal saldo kurang saat beli token listrik,1,Negative,0
turut lebih bagus bni banking bukan krn wondr baru ya wondr gak tarik tunai atm ya,1,Negative,0
baru aktifin aplikasi udah masalah pas isi token saldo kurang notifikasi transaksi gagal,3,Negative,0
jelek lambat beli transaksi gagal saldo potong,1,Negative,0
aplikasi ribet mending pakai bni mobile saja beli token listrik 50ribu 2 kali padahal terang transaksi gagal saldo gak,1,Negative,0
jangan download apk nya sangat rugi nyesel downloadnya beli token listrik transaksi hasil tp saldo dh hilang baru coba bikin kecewa,1,Negative,0
beli token listrik transaksi gagal saldo potong solusi,1,Negative,0
aplikasi payah jauh lebih bagus bni mobile fitur rempong,1,Negative,0
bikin ribet aja udah enak2 cek bayar tagih listrik via bni-mobile malah mesti k sini,4,Positive,1
mana hadiah voucher indomaret saya ikut sesuai syarat tentu laku apa kelas bni cuma mau nipu aja nyesel banget download aktivasi wondr khusus terima whastapp blast official bni ini kamu hak dapat voucher belanja indomaret nila rp10 ribu aktivasi wondr by bni,2,Negative,0
bagus sekali,5,Positive,1
the best sih aplikasi paling males kalo pin atm blokir reset kantor cabang dengan nya aplikasi gha usah takut qlo pin salah neng banget terimakasih bni mudah,5,Positive,1
bom tarik tunai kartu kurang canggih,2,Negative,0
paksa bni mobile utk pakai wondr begitu instal daftar aja sulit verifikasi id wajah parah lelet kudu ulang 5x verifikasi email 3x otp cm kirim 1x kudu nunggu 5menit utk otp baru hey ga semua orang punya banyak waktu,1,Negative,0
layan wondr by bni knp jd lbh buruk dr bni mobile spt yg profesional dlm laku ubah semua guna hampir sama keluh sulit verifikasi login klo tdk segera laku ubah yakin guna alih bank yg sdh lbh siap beri layan prima online offline tks,1,Negative,0
aplikasi yg bagus lebih baik bni mobile banking semua yg butuh untuk transaksi jaring tak kuat bisa transaksi moga depan lebih baik,5,Positive,1
kenapa wonder nggk yah top up ewalet,3,Negative,0
belum pakai tarik tunai kartu atm,1,Negative,0
wow aplikasi wondr bni sangat keren dan mudah paham tapi tambah fitur lai kak,5,Positive,1
masih lebih bagus aplikasi belum mana ndak tarik tunai lagi,1,Negative,0
ada animenya njir,5,Positive,1
aplikasi alami mundur tidak lengkap tampil menu mobile tunai lain,1,Negative,0
baru buka baru pake 3 hari pas mau buka tiba2 mati tiap mau buka kembali udah buka eh tiba2 mati sama kaya mobile banking bni dong baik biar bs guna dgn nyaman sial nya bukan saja yg keluh aplikasi susah buka,5,Positive,1
anak muda bank,5,Positive,1
ui nya sangat tarik sangat mudah pantau uang beri bukti transaksi keluar masuk sangat detail,5,Positive,1
baik,5,Positive,1
download wondr lihat animasi youtube hehehe kek review aplikasi buruk ya mungkin baik depan min,5,Positive,1
tidak fitur tarik tunai kartu cek mutasi kadang ribet,2,Negative,0
aplikasi ampas download lebih baik pikir2 dulu lihat ulas bintang 1 2 sangat bantu utk tau berapa tdk guna aplikasi thanks,1,Negative,0
tidak tarik tunai kartu harap baik,1,Negative,0
aplikasi beban gak guna banget,1,Negative,0
jelek banget apknya tiap mau tf gabisa terus kata tim sedang baik salah tiap kali mau tf tetap aja kek gtu terus,1,Negative,0
baru beberapa hari guna kurang biasa tampil terus tulis ukur huruf terlalu kecil ngeblur baik tampil huruf angka transaksi contoh saat isi pulsa buat agak sulit guna mata plus lihat baca,2,Negative,0
makin buruk aplikasi mau beli token listrik aja ga sedang saldo ada,1,Negative,0
bagus sekali,5,Positive,1
sudah guna aplikasi wondr menu bayar beli pulsa paska bayar menu pilih operator apa di ulang instal transaksi favorit belum ada di aplikasi bni mobile hilang inti belum mengakomodir transaksi di bni mobile mohon informasi,4,Positive,1
investasi sbn bni mobile banking ada di wonder,4,Positive,1
aplikasi wonderbni menu setor tunai tarik tunai kartu sedia bca mandiri bri kok bni blm ada,1,Negative,0
udah kirim kode otp email aktivasi email pas mau diinput aktivasi info kode otp salah pusing eh berlulang ulang kirim kode otp email pas diinput tulis kode otp salah begitu terus habis limit aktivasi hari,1,Negative,0
mantaps meski bingung,5,Positive,1
masih bagus yg bni mobile wondr tidak menu tarik tunai kalau ada menu saham dong bukan reksadana saja biar makin update yang jelas wndr makin banyak fitur yang hilang versi bni mobile bukan makin bagus lebih condong makin mundur downgrade,1,Negative,0
cuman beda tampil doang sama bni mobile banking limit transaksi kurang gede,3,Negative,0
di wonder gak fitur tarik tunai,1,Negative,0
bayar sering masalah pas mau transfer bayar lewat qris malah bisa,1,Negative,0
tolong kembali fitur mobile banking aplikasi bni yg lama karna mungkin banyak customer bni sangat rasa nyaman fitur terima kasih,4,Positive,1
aneh bgt mau screenshoot saldo aja kagak gimana sih,3,Negative,0
maha gmn nih wondr by bni sering error selalu gagal login tulis dlm baik nabung jd tdk khususu mana mau bayar anak kuliah lg jd aku tarik dana semua lwt atm biasany nyaman2 saja yang paling lucu ny ktny blm terdaftr wondr hrs kantor cabang,5,Positive,1
mbanking mau lg,4,Positive,1
loading lama ganggu terus ga tarik tunai kartu bca,1,Negative,0
bisa di tambah aplikasi minjam uang bapak ibu developer soal sangat butuh modal usaha terima kasih,5,Positive,1
tiap jam 12 ganggu gak jelas,3,Negative,0
kelas abis,5,Positive,1
aplikasi nya bagus lihat pasu keluar,5,Positive,1
tidak perlu tidak kendala sama sekali tinggal fiturnya aja banyak terima kasih wondr bni kuasa dunia offline banyak bantu khusus lanjut bni harus ikut dalam rana dunia online tiktok game seperti e-sport google play di playstore transaksi online lain wondr ini itu baik lebar sayap biar terbang lebih tinggi lebih jauh semangat,5,Positive,1
saya suka desain tampil yg lebih simpel mohon segera lengkap fitur aplikasi belum mobile tunai,4,Positive,1
tambah bikin repot,5,Positive,1
mu tarik tunai tanapa kartu sedia,3,Negative,0
history terang transaksi kurang jelas seperti bni m banking jelas terang lebih bagus sih moga cepet kembang biar mudah lihat riwayat transaksi ku naik bintang nya terimakasih merespon,4,Positive,1
kok ada menu tarik tunai kartu,3,Negative,0
sejak pake wondr ga tarik tunai kartu,1,Negative,0
baik registrasi jam jam sibuk jam 5 subuh lalulintas jaring server sibuk,5,Positive,1
sering bnget eror kesel banget mau ngirim gk bisa pas liat punya teman bisa dong benahin,2,Negative,0
lama hampir 1 minggu pakai aplikasi turut aku lebih mudah pakek bni mobile drpd wondr riwayat transaksi bni mobile cantum detail arus keluar pasu dana sdngkan wondr ada transaksi uang masuk malah cantum riwayat transaksi dan aku pribadi kurang suka sama tampil bukti transaksi nya yg wondr kalau mau transisi pastiin aplikasi udah bener2 ready biar user nya ttp nyaman pakek bni moga segera baik,3,Negative,0
kode otp email tunggu tdk masuk2 kok bgtu ya,1,Negative,0
aplikasi lamban mampu deteksi wajah lemah,1,Negative,0
kak kalo udh punya tabung nya terus mau login wonde by bni gimana cara ya soal mau login masuk daftar ulang,3,Negative,0
saat verifikasi beri otp otpnya ga valid kirim email ga sesuai sama batas waktu beri,1,Negative,0
baik nama aplikasi langsung nama wonder huruf besar semua bukan wondr kalau wondr rancu sih cara baca supaya langgan pakai baca fokus tulis dan gampang ingat ini saran sisi marketing brand wonder gampang saing aplikasi kompetitor lain kata ajaib wonder cepat sosialisasi masyrakat umum baik customer bni bukan customer bni demikian,4,Positive,1
untuk verifikasi muka gak pernah sukses padahal udah ngikutin arah udah pas mana max 3x ulang besok lagi,5,Positive,1
bagus tambah bagai fitur tetapi hilang banyak fitur yg guna seperti contoh nya mobile tunai yang mana urgent butuh dana cash bisa tarik tunai,3,Negative,0
aplikasi wondr sangat bagus gampang transaksi perlu ingat pasword tinggal vinceroin yg perlu ingat pin atm wondr debesa,5,Positive,1
sudah coba bagai cara tpi ttp gabisa log in aplikasi nya pake wifi pake kartu sim yg hubung bni sudah tpi ttp sama aja hasil gbisa log in,1,Negative,0
tidak fitur mobile tunai,3,Negative,0
ga tarik tunaiiiiii,1,Negative,0
alhamdulillah baru pertama buat rekening bni lalu aplikasi ini lancar mudah sampai 15 menit rekening sudah jadi terimakasih mudah terus tingkat kerja aplikasi,5,Positive,1
tidak fitur mobil tunai masih mudah bni mobile,2,Negative,0
kak dong rincian transaksi ditambahin saldo akhir biar gak bingung ngitungin biar kaya bni mobile banking kan transaksi ada tuh saldo akhir jadi gak perlu ngitung jauh masih nyaman pake bni mobile banking,2,Negative,0
tidak tarik tunai wkwkw,1,Negative,0
udah kasih bintang 5 loh tapi pas bayar bpjs malau tulis transaksi proses mulu udah 3 hari nyoba bayar ulang tetap aja itu walaupun saldo memang kurang bayar bpjs via wondr tuju kan biar mudah tapi kalau ini gimana coba,5,Positive,1
coba top up pulsa gak masuk sama sekali saldo kurang duit sekarang kembali riwayat saldo lengkap tidak detail mobile banking bila perlu tetap stay di mobile banking yang instal wondr dek,1,Negative,0
loading lama ni barang susah kalo belanja pake qriss,5,Positive,1
mantap ga perlu ke bank klok pin tebelokir bisa ting lewat aplikasi wondr by bni,5,Positive,1
salah verifikasi wajah,5,Positive,1
sayang ada menu tarik tunai kartu,3,Negative,0
segera apgret transaksi tarik tunai kartu mblo,3,Negative,0
kenapa baru tahu aplikasi bagus,5,Positive,1
aplikasi ga jelas pindah aplukasi harus lebih baik tp justru tambah susah kalo siap jangan paksa nasabah utk pindah baik dulu aplikasi nya,1,Negative,0
buruk app nya masak ngirim e wallet aja gak mau,1,Negative,0
bagus lebih tingkat agar kata sempurna,4,Positive,1
tampil lebih smooth aplikasi bni mobile belum sayang fitur kurang lengkap untuk limit dong up saya transaksi lalu mobile banking besar 100 jt telah coba wondr malah limit habis padahal aplikasi mobile bisa,5,Positive,1
mba mau beli token listrik ahli sini nyusahin aja pake 2 apk bni pas verifikasi video call ngak padahal udah pake wifi sama internet mohon bantu jangan sulit nasabah,2,Negative,0
min selesai bikin account suruh verifikasi gmail dapat kode otp sudah 2hari coba truss dapat kode otp,4,Positive,1
sangat bantu sekali,5,Positive,1
sudah verifikasi kode otp email sesuai yg kirim sampe 6 x tetap salah,1,Negative,0
proses alih versi wonder cepat butuh kurang 10 menit langsung transaksi beli token beres makasih bni,5,Positive,1
ga fitur mobile tunai,1,Negative,0
kadang gabisa buka apk,1,Negative,0
sya ksih 4 bintang dlu min soal fiturnya ad yg msih kurang tari uang tampa atm gk min klau apk yg lama lengkap trus mnurut pribadi msih simple guna apk yg lama mudah guna klau misalkn mau top up e wallet tinggi klik logo fitur nya tpi klau apk woder by klik brpa kli dlu gk ad logo e wallet nya cuma pkek nma ajk trimakasih,4,Positive,1
bgus cma msih bnyak yg kurang d aplikasi,5,Positive,1
kalau pakai wonder aplikasi bni mobile bisa uninstal ya,5,Positive,1
aplikasi selesai maslaah dg masalah lebih enak apps lama please lah klu buat inovasi siaplan dulu sumber daya bank usaha jasa jd saji layan bukan repot nasabah,1,Negative,0
masalah terus proses perifikasi email,2,Negative,0
aplikasi blm lengkap ngak fitur tarik tunai kartu,1,Negative,0
brapa lama kta nunggu biar login d apk wonder soal yg akun kemarin sya sempat hapus akun wonder,4,Positive,1
mau bikin debit prakerja aja sulit,1,Negative,0
sering maintenance banyak baik,2,Negative,0
masih blm mobile tunia ya kelas bni masa aplikasih m-banking nya ada pilih tarik tunai padahal penting bgt buat orang kaya yg suka lupa bawa atm,3,Negative,0
apakah pindah bni mobile wondr isi semua sini,5,Positive,1
mantul di beranda lihat history dg sentuh nomor rekening bisa ubah daftar nama favorit transfer sedia 200 nama yg lain eksplor sendiri karena kait privasi matur nuwun thx 4 bni all the best,5,Positive,1
untuk fitur mobile tunai sedia app wondr y,3,Negative,0
mantap dah,5,Positive,1
buruk proses daftar,1,Negative,0
sayang gk tarik tunan,2,Negative,0
jelek riwayat transaksi ada sisa saldo,4,Positive,1
maaf mohon bisa perangkat aplikasi buka hp oppo cph1701 mau daftar wonder by bni mohon buka hp,5,Positive,1
bagus cuma di baik loading aplikasi nya lama,5,Positive,1
tambah fitur vcn di bnimobile banking,5,Positive,1
massa ganggu terus buat ngirimm ga worth it makin kesini wondrr masa masihbelum juga tranferss,1,Negative,0
tolong fitur tarik tunai nya cepat dikembangin wondr jgn pakai kode otp sms lagi coba aplikasi kode cepat kaya punya livin mandiri ajar bumn terimkasih,5,Positive,1
aduh knp limit jd sedikit pki,4,Positive,1
aplikasi ok cuma ada menu kayak mutasi potong biaya admin kartu kok nemu gak kayak bni mobile ajaj,4,Positive,1
kurang - catat biaya rekening biaya kartu - riwayat saldo akhir - fitur bni call custumer service - fitur hapus rekening,1,Negative,0
mas lebih baik belum cek tagih cicil lihat cicil rumah lain wonder bisa lihat tabung sama kartu kredit,1,Negative,0
mau transaksi va telah masuk nomor va nya malah arah wallet mohon baik cara kerja,1,Negative,0
belum fitur transaksi kartu segera update,3,Negative,0
sekarang bisa guna wondr by bni,5,Positive,1
transaksi uang mudah,5,Positive,1
biasa byr tagih listrik lalu mbanking bni skr alih k aplikasi ini sudah aktifasi sgl macem malah g bs buat setor tagih listrik malah menuhin memory hp aja lsg uninstall aja pindah k apk bank lain yg lebih praktis,1,Negative,0
susaj banget buat verifikasi wajah asik gagal terus mending aplikasi yg lama aja deh,1,Negative,0
1 filter periode transaksi nge bug gabs beda 2 gak sisa saldo masing transaksi debit kredit 3 gabs download mutasi rekening per periode,1,Negative,0
saya ngirim pulsa kemaren gak masuk sekarang trus uang gak juga padahal terang kirim gagal gimana,5,Positive,1
gabisa login otomatis pake hp kentang a05,1,Negative,0
aplikasi sangat bantu,5,Positive,1
cara tarik tunai kartu d wonder bagaimana ko ga fiturnya,3,Negative,0
sumpah knpa akhir bni kacau banget sekarang mau transaksi aja ganggu mulai setor tunai gak masuk rekening,1,Negative,0
susah buat verifikasi wajah ngulang ngulang terus,1,Negative,0
mksih min mungkin butuh sesuai mbangking,4,Positive,1
baik sekali,5,Positive,1
wondr by bni sangat bantu sya kantor rumah harus cari atm antri lama di bank tq bni,5,Positive,1
bintang 3 dulu ga tarik tunai mobile alias cashless,3,Negative,0
ada biaya tambah beli token listrik via apk bisa gratis,1,Negative,0
tidak tarik tunai atm,2,Negative,0
belum pake aplikasi ini tapi kalau lihat rating belum bintang 4 keluh user jadi ragu pake nya kalau aplikasi lama jangan tutup fitur nya aplikasi minimal bintang 4 kmaren mau beli token listrik aplikasi lama malah suruh pakai aplikasi ini,4,Positive,1
ada fitur tarik kartu di wonder,3,Negative,0
ga jelas banget udah pake sinya kartu pake wifi tetep eror tf dana udah lebih saldo minimum tetep ga bisa kalo ga gitu tulis dana sedang kendala padahal belum tf gajelas,1,Negative,0
bakal bintang 5 kalau di pakai tarik tunai,1,Negative,0
mo aktifasi aja suru senam skj verifikasi muka ga pernah pass,1,Negative,0
baru sempat install wonder moga sulit m-banking kalau kendala mudah mudah lancar tdk problem depan,5,Positive,1
sudah baik baik jadi masalah,5,Positive,1
apk bayar pdam banjarmasin bisa pdam tidak daftar,4,Positive,1
sangat bagus sekali,5,Positive,1
aplikasi ga jelas cs paksa2 transaksi waktu dipake malah bingung mau cek saldo aplikasi ga,1,Negative,0
sering baik gabisa dipake,2,Negative,0
lebih nyaman bni mobile banking,3,Negative,0
interface lbh mudah cepat fitur transaksi tarik setor atm tdk pasang sprti di mobile banking,3,Negative,0
uda bikin kartu debit sama kartu ktp mas aja umur cukup anehh,1,Negative,0
woyy kapan gaji kau kirim,1,Negative,0
tambah fitur tarik tunai,3,Negative,0
gk fitur tarik setor tunai kartu,2,Negative,0
bagus saya suka,5,Positive,1
masih lebih bagus bni mobile banking wondr ga cek saldo pinjam,3,Negative,0
rubah pasword malah pin ubah sendiri selesai ubah pin malah paswordnya ubah sendiri gitu2 ae sampe naik haji update tindak lanjut masalah atas hubung cs bni tempat nyata kendala di penginputan nomor ktp kurang buat buku rekening payroll ada masalah solusi atas bagai referensi jadi sama dgn user yang lain izin revisi rating ya jaya terus bni,5,Positive,1
kok lebih bagus bni mobile bankingnya ketimbang wondr by bni tapi wondr by bni kurang tarik malah lebih bagus brimo untuk depan lebih simple kalo saran lebih baik app wondr lebih sama kaya bni mbanking-nya jadi lebih bagus lebih segar aja app-nya,2,Negative,0
aplikasi keren bisa reset pin atm klo lupa blokir pin atm nya tidak perlu datang ke bank ketemuin cso nya wow aku cengang,5,Positive,1
tarik tunai sama setor tunai kapan munculll,1,Negative,0
uda instal tpi gak di pasang bikin kesal ajh,1,Negative,0
penyalanan apk wondr by bni sangat muas,5,Positive,1
harus pakai data diri padahal kan punya kartu debit rekening nya,4,Positive,1
kenapa selalu gagal daftar scan wajah terus padahal ikut pandu,4,Positive,1
bni suka susah kalau verifikasi akun,4,Positive,1
aplikasi baik era bukak blokir sendiri atm blokir jadi usah repot repot datang kantor bni trimakasih bni go to digital,5,Positive,1
support mobil tunai bni mobile sudah bisa,1,Negative,0
sangat bagus mudah semua transaksi,5,Positive,1
saya lupa pin alhasil rubah pin lalu verifikasi akun saya selesai rubah pin arah tampil login pas mau login eh kok pasword nya salah pas rubah pasword menu lupa password selesai rubah pasword alhasil login pas login mau transaksi eh pin yg rubah di awal kok salah alhasil mutar2 situ doang rubah pin pasword di baik cacat aplikasi,2,Negative,0
tolong segara sedia fitur mobile tunai bni mobile ada selalu ganggu kata baik,3,Negative,0
ke bni mobile banking,5,Positive,1
padahal aplikasi my bni sdh bagus,4,Positive,1
sebel banget sempet tiba minta ganti password lalu pas lupa password mau ganti password minta nomor kartu mana kartu gak proses aneh,1,Negative,0
fitur mobile tunai nya sangat perlu sih belum jga sekarang,2,Negative,0
daftar gagal melulu jawab team sedang baik terus,5,Positive,1
tampil lebih simple masih banyak kurang banding bni mobile 1 tidak transaksi mobile tunai wondr 2 history transaksi muat debit kredit tidak jumlah saldo transaksi kalau d bni mobile nama saldo akhir 3 tidak bni point wondr,1,Negative,0
wonder kendala terus gimana solusi,1,Negative,0
mudah transaksi,3,Negative,0
di aplikasi tidak menu rekening pinjam sy jadi ga cek sisa pinjam bni,5,Positive,1
ribet kirim ulang kode otp kali kali gak verif email otp sama email sama tetep gak verif,1,Negative,0
apk taii ahh gk banget mau bikin mobile bankingnya aja ribet bener anying verifikasi wajah bikin susah nasabah aja lamalama pindah bank ini,1,Negative,0
kecewa top up gopay transaksi gagal saldo rekening potong sesuai nominal minta balikin saldo malah d suruh nunggu 5 hari kerja bni kok bgini saya rasa rugi kecewa sekali,1,Negative,0
saat topup ewallet gopay error terus mohon cek,4,Positive,1
sangat baik sekali,5,Positive,1
aplikasi bikin susah nasabah masa sering ganggu terus tidak hebat mobile bni klo tolong baik layan jangan nyusahin nasabah,1,Negative,0
sama ngg niat sama bocil mati,1,Negative,0
jangan lupa di tambah untk login pake nk kartu bank biar gak buat trs rekening nya,1,Negative,0
belum fitur tarik tunai kartu,1,Negative,0
kadang2 lag app buka di tutup di buka app ny moga depan jadi lebih baik lagi,4,Positive,1
tolong format histori transaksi mobile banking lebih detail bisa download rekening koran saldo awal dr cr saldo akhir,2,Negative,0
untuk developer ada depan tambah bukti transaksi bisa cetak print bisa tambah nominal bebas adm bisa di edit di prin niaga apk bank digital lain terimakasih,5,Positive,1
tidak sinkron bni mobile banking selalu registrasi ulang layak buka rekening baru,1,Negative,0
menu e-wallet beberapa kali langsung masuk login sidik jari mohon baik balik ke bni mobile baik,4,Positive,1
sangat bantu sekali,5,Positive,1
kenal wajah aja susah maksud wajah lurus depan apa udah melototin layar tetap aja ga bisa,1,Negative,0
capek verifikasi hari masa tiap mau transaksi verifikasi ktp gajelas apk banyak yg perlu benar klo udah bni mobile buat apk mana kek gak pernah buat padahal contoh udah bener bni mobile jelas,1,Negative,0
kok apk nya tambah buruk dr yg belum mau log in aja nunggu tahun br mau buka bete duluan,3,Negative,0
tolong tingkat kerja sama nya usah air minum daerah kota palopo,4,Positive,1
sering error 100 lebih nyaman aplikasi belum,1,Negative,0
belum biasa buat nasabah jadul lebih enakanan pakai m bangkin kalau qplikasi kembang wajar,1,Negative,0
tolong cepat fitur didik buat byr ukt,3,Negative,0
sangat menganggumkan senang sekali,5,Positive,1
kenapa buat top up gopay selalu bisa kendala system,1,Negative,0
ni bni tambah ribet hapus aja aplikasi ni buat ribet aja bgus yg lama buat ferikasi wajah aja dah mau minggu coba besok pdahal dah sesuai tunjuk coba lah buat nasabah tu lebih gampang kalau gak gaji pt gak bkalan aku pke bni parah,1,Negative,0
maaf sering jadi sedikit kendala mohon jangan sering sangat butuh terima kasih,2,Negative,0
ga menu tarik tunai setor tunai alhasil mending pake bni banking yg lama aza lah,2,Negative,0
siapa yg kesini cuman bikin atm kerja pabrik satu server,3,Negative,0
bagus aplikasi nya sangat bantu,5,Positive,1
verifikasi wajah gagal terus padahal ikut,4,Positive,1
kenapa tidak download iya aplikasi nya,5,Positive,1
loading banget allah mohon baik lg aplikasi pindah dr satu page page ikut lama bener jg bagus klo ujung2nya buka,1,Negative,0
wondr aplikasi sangant bantu banyak fitur guna insigh lihat rincian transaksi,5,Positive,1
top kurang jelas aja dana masuk keluar mana nama pt,5,Positive,1
udahlah apliksi yg dulu sama aja susah biometrik kalo siap sm fitur nya jangan rilis apalagi loading lamaa banget stuck halaman depan wondr,1,Negative,0
moga menu nya full lengkap app mbanking bni belum,5,Positive,1
cut-off terus kapan guna saya gun bni mobile banking transaksi error91 lapor cs minta migrasi wonder sini tapi cut-off terus gak guna jadi,2,Negative,0
cukup bantu next depan lebih makin lengkap fitur nya bisa mudah nasabah maju terus bni,5,Positive,1
bagus ui nya tp aku beli pulsa 15 k transaksi hasil saldo udah kurang suruh tunggu 1 x 24 jam tp aja ada pulsa masuk terang wondr gagal gmn,4,Positive,1
apk ga lengkap ga mobile tunai setor kartu masih lengkap menu mobile banking sayang gabisa dipake semenjak apk wondr cuma nampilin estetik aja lengkap menu,1,Negative,0
sudah instal sudah selesai untuk ngecek saldo namun kok registrasi yg aneh yg centang jujur takut indikasi bobol jadi dibukak seperti biasa,4,Positive,1
verifikasi nya susah foto wajah ulang ulang pdhal sdh sesuai instruksi perbarharui system nya padahal sdh minat mau regristasi jd nya lari bank lain,1,Negative,0
pribadi sih lebih baik bni mobile menang tampil,2,Negative,0
sudah bagus bni mobile malah buat aplikasi baru menuhin memori aja,1,Negative,0
layan sangat muas kalau biaya transfer ke bank lain di kurang,5,Positive,1
verivikasi sulit utama verikasi wajah padahal lebih mudah belum apa transaksi pakai bni mbanking,2,Negative,0
kenapa verifikasi wajah pemberitahuan kamu bisa registrasi wondr aplikasi udah diupdate coba ulang kali sama,2,Negative,0
bagus lebih simple sayang kok kurang lengkap bayar gas kok malah ada,5,Positive,1
sejak kemarin gak registrasi verifikasi wajah minat narik konsumen gak sih bank bni,1,Negative,0
sangat mmbantu pokoke ish the best,5,Positive,1
wondr by bni dong rincian buku sama sama aplikasi bni yg lama kalau uang masuk total saldo kalau uang keluar total saldo langsung lihat rincian buku manual,5,Positive,1
terus tingkat kembang fitur fitur apknya tambah mudah nyaman transaksi di apk belum mobile tunai transaksi kartu masa pakai 2 apk satu rekening terimakasih,3,Negative,0
saya kasi bintang tiga dulu kalo udah tambahin fitur tarik tunai mesin atm kartu baru kasih bintang lima trimakasih,3,Negative,0
di suruh verifikasi email gak email masuk2 udah coba beberapa kali sama aja cek email nya sama trs pakai lama aja lah,4,Positive,1
di buat bayar pnbp nyata gak,3,Negative,0
aplikasi msh byk kurang lebih lengkap bni mobile,3,Negative,0
saya mau transaksi mbanking bni buka aplikasi tp g bs transaksi arah instal wonder sdh instal mau buka nunggu kode otp g masuk2 email nah ni mau beli token listrik yg dah bunyi kl mau inovasi yg bener napa bkn tambah ruwet gin yg bgini yg bikin nasabah pindah bank,3,Negative,0
bagus emang gitu kalo mau masuk login pswod lgi pdhl udh login keluar sebentar login ko ribet ya,4,Positive,1
tolong la menu tarik tunai apk wondr buat mau tarik tunai jdi gak dan repot kalau lupa bawa kartu atm bni,3,Negative,0
saya baru pakai tidak verifikasi muka bagaimana,4,Positive,1
mantul cuma kurang tarik swtor kartu tanpa pulsa,5,Positive,1
ini serius wondr ga di akses sama sekali balik make bni mobil banking aja mah ga login udah pke jaring wifi jaring seluler ttp sm jdi uninstal deh apknya,3,Negative,0
belum sukses daftar kendala salah input nama ibu kandung padahal udah cs sampe 2x tp belum juga gimana lagi,4,Positive,1
turun bintang tolong tambah fitur tarik tunai kartu atm ini sangat bantu lupa kartu kartu atm blokir tolong perhati fitur sangat penting bantu jika sdh fitur sebut baru cocok bintang 5 skr msh bintang 4 dulu,3,Negative,0
msh sering eror knp mesti bikin aplikasi baru lgi harus bni mobile aja yg tingkat kan kualitas nya kuat aman nya dan mudah cara transaksi ny,1,Negative,0
aplikasi wonder bni kok ada tarik tunai kartu fitur setor tunai kartu padahal fitur tarik tunai kartu simple cocok anak muda ini bawa kartu mesin atm,1,Negative,0
lumayan pada loe manyun,5,Positive,1
aplikasi smart pantas bintan 4 up safety bagus ngirim bayar shopee tinggal approve aja perlu nulis nominal angka yg bayar lebih detail uang masuk keluar jadi monitor uang per bulan data keren,5,Positive,1
aplikasi gak,1,Negative,0
kenapa bisa beli token listrik suruh update pas mau update bisa,4,Positive,1
bayar listrik nya lot,5,Positive,1
bisa pakai tarik tunai kartu,1,Negative,0
kenapa sering ganggu ya,3,Negative,0
tolong kasih notifikasi dana masuk maupun keluar biar penguna tau dana masuk maupun keluar,5,Positive,1
tolong app nya d baik perpormanya kadang lancar kadang lot gk tolong seriuslahh bni,3,Negative,0
verifikasi wajah gak padahal jelas sesuai instruksi,1,Negative,0
kurang suka layan bni suka buka privasi harus gak ikut campur urus sebut,1,Negative,0
bantu sekali trxnya,5,Positive,1
