content,score,sentiment
bayar telpn pasca bayar padahal guna bni mobile bisa,1,neutral
sangat muas trimakasih,5,Positive
seru banget pake wondr,5,Positive
tampil futuristik fungsional interface usernya bagus,5,neutral
aplikasi mantap sudah lengkap saran kalo beli pulsa 5000 10ribu sedia dong beli paket telpon juga untuktelkomsel semua operator karena dagang pulsa,5,Negative
akhir hasil verifikasi ktp aplikasi siap guna terima kasih bni,3,Positive
wonder aplikasi busuk aplikasi jelek tampil history debat kredit nya total saldo berapa tuju tetap guna aplikasi mobil bangking turut lebih bagus pada baking besar nya karna mutasi mobil bangking lebih detail walau aplikasi baru ini aplikasi busuk tidak rekomendasi,1,Negative
4 dulu sebab saya temu menu rekening wondr dan proses verifikasi wajah sangat bagong sekali,3,Positive
tolong baik sistem verifikasi wajah sangat2 jengkel udh hasil malah kendala sistem berulang2 kali selalu padahal jaring data wifi full sinyal uninstal,3,Negative
minta pindai wajah ulang kali gagal terus disamperin bank tetap ga bisa makan waktu bego ni bni selesai masalah ya klo sdh luang waktu bank tlg tuntas kan betul2 buang waktu sdh 4 hari coba ikut arah tp blm verifikasi jg,1,Negative
baik sekali,5,Negative
gak buka gimana,4,neutral
fitur bayar biaya didik ada bagaimana ini,3,neutral
aplikasi gimana si ga registrasi udah 2 hari kendala mulu padahal jaring wifi data bagus pada pasu password registrasi password benar lalu di proses data selalu kendala tulis segera baik sudah 2 hari masih saja sudah min cuman pake kartu 1 doang jaring udah stabil masa udah 3 hari bisa,1,Negative
lebih segar mantap,5,Positive
apa beda mbanking bni wondr by bni,4,Negative
lancar awal gilir verifikasi email jadi bugg coba kali kali masuk gilir email otp masuk waktu udah habis suruh coba besok lha mbok kalau siap lantai tuh jangan maksain,2,Negative
ini aplikasi apa si susah banged konfirmasi email nunggu otp tp ga dkirim2 lewat email,3,Negative
maaf 2 dulu bisa login susah verifikasi wajah udh 3 hari nyoba install ulang aplikasi masih gagal kedip mata tengok kanan kiri atas bawah tetap gagal semua padahal sesuai tunjuk ada beda bni mobile banking belum cepat verifikasi wajah entah dari hp aplikasi jelas kemarin daftar lalu bni mobile banking mudah verifikasi wajah terimakasih,2,Negative
belum tarik setor tunai ya,3,Positive
aplikasi tarik mudah paham,5,neutral
sangat simpel,5,Positive
aplikasi bagus mudah,5,neutral
lebih simpel untuk mutasi rekening sampai 1 tahun belakang,5,Positive
oke,5,neutral
okay done mungkin perlu perhati apps nya tingkat inovasi yg user interface trims,5,neutral
saldo satu juta taplus digital bni apa dapat bunga per bulan apa administrasi bulan,5,Negative
okeeee,5,neutral
aplikasi cepat,5,neutral
mantap moga lebih baik,5,Positive
top,5,neutral
bagues bgtt,5,neutral
kerennn,5,neutral
bagus,5,neutral
bagus,5,neutral
aps baru,5,neutral
qrisnya g fungsi mohon baik,4,neutral
transaksi lebih cepat nyaman,5,Positive
finger nya gagal terus,5,Negative
ok,5,neutral
fiturnya sedikit,1,Negative
ok mantap,5,Positive
hai admin apakah aplikasi kena biaya perbulanya ya,4,Negative
simpel,5,neutral
lebih simple dahulu mantap wondr,5,neutral
aplikasi lebih praktis mudah guna udh ngga kendala jaring lagi,5,Positive
transaksi lbh cepat,5,neutral
aplikasi sangat bagus akses cepat,5,Positive
oke,5,neutral
cepat simpel,5,Positive
transaksi mudah lancar wondr by bni mangkin mantap jangan lupa lengkap fiturnya ya agar lebih nyaman,5,Positive
sangat mudah guna wondr bni jambi layan sangat ramah,5,Positive
keren,5,neutral
ok banget,5,Positive
wah mantap make wondr by bni transaksi jadi lebih praktis cepat,5,Positive
lebih tarik lebih simple,5,Positive
apps sangat bantu mudah guna,5,Negative
ngebantu banget bayar pake qris wondr gak pake lamaa,5,neutral
aplikasi finance simple but powerful like it,5,neutral
susah gagal terus,1,Negative
aplikasi eror terus verivikasi wajah ulang ulang terus udah unistal instal ulang juga ya udah akhir nya unistal gak juga,1,neutral
transaksi lebih mudah proses lebih cepat wondr by bni mantapppp,5,Positive
aplikasi ga guna dikit2 gagal dikit2 coba besok,1,Negative
baik,5,neutral
kenapa wondr by bni tidak di buka,5,Negative
saya beli paket internet saldo kurang paket bisa masuk,1,Negative
sudah lebih oke developer cepat merespon keluh aplikasi ny gak ribet kini bgt,5,Positive
uang masuk terang wondr real-time kalah sama aplikasi mobile banking bni uang masuk langsung real-time masuk,1,Negative
lebih simpel ya cepat juga saya suka,5,Positive
mau moving cerita lengkap segera fitur2nya,5,neutral
top mantap is the best,5,Positive
fitur kurang lengkap lbh lengkap bni mobile tdk menu multipayment harus segera diupgrade,4,Negative
ga tarik tunai sering ngelag tf simponi gcash jg ga,3,Positive
mantappppsss bangettsss,5,neutral
g da menu tarik tunai,3,Positive
bagus menu mobile tunai nya mana,5,Positive
tlg segera lengkpin donk menu2 nya,4,neutral
lebih mudah aman bisa buka blokir lewat wondr langsung good,5,neutral
bayar tagih listrik cepat sekali sat set,5,Negative
keren,5,neutral
bagus sekali,5,Negative
baik,5,neutral
bagus banget kirim luar negeri lebih mudah cepat,5,Positive
wondr by bni mantap,5,neutral
aplikasi yg sangat keren,5,neutral
user friendly aktifasi mandiri mudah user,5,neutral
ribet nomer hp daftar mulu jelas2 nomer yg daftarin ujung2 nya suru kantor cabang juga bukan mudah malah sulit,1,Negative
dengan wonder transaksi lebih mudah,5,Positive
kemarin coba beli makan food court pake wondr cepat bangett bener easy to use,5,Negative
keren makin mudah ber transaksi bni,5,Positive
aplikasi nya sangat bagus lebih simpel dan sangat bantu,5,Positive
aplikasi wondr by bni lebih keren tampil baru lebih baik bni mobile banking yg lama,5,Positive
aktivasinya gampang banget,5,neutral
trx lebih cepat,5,Positive
sangat manfaat mudah sekali guna,5,Negative
aplikasi bagus suka,5,Negative
aplikasi lebih mudah akses banyak promo tarik keren wondr bni,5,Positive
aplikasi keren simpel mudah guna semua lapis masyarakat bravo bank negara indonesia be innovative,5,Positive
bagus,5,neutral
tampil bagus lebih mudah guna suka banget ama aplikasinnya,5,Positive
lebih simpel lebih lengkap tampil warna ny keren,5,Positive
bayar qris pake wondr super cepet banget aplikasi satset beda banget sama bank belah,5,Positive
over all bagus tetap semangat laku update,5,Positive
aplikasi yg sangat bantu cepat mudah aman,5,Negative
lebih mudah simpel bni memang ok,5,neutral
sangat baik transaksi bayar pln lebih cepat mudah,5,Positive
loading mantap wondr by bni,5,neutral
tampilanya tarik transaksi lebih gampang mudah paham mau bayar pakai qris tagiha pln isi pulsa dll cepet banget wondr by bni mangkin the best,5,neutral
aplikasi keren transaksi jadi mudah sukses selalu buat bni,5,Positive
siip,5,neutral
jadi lebih simpel modern,5,Positive
aplikasi dan cepet transaksi,5,Positive
lebih mudah lengkap,5,neutral
lebih mudah cepat,5,neutral
aplikasi sangat bagus lebih mudah praktis simpel lebih satset transaksi cukup pake pin aja tampil lebih full colour makin cinta guna wondr by bni,5,Positive
mantap lebih praktis lebih cepat transaksi,5,Positive
fitur menu transaksi ny sangat mudah paham,5,Positive
aplikasi sangat bagus lebih simple,5,Positive
superapps super cepat super lengkap super keren interfacenya saya cobain scan qris cuma butuh kurang 3 detik buat masuk appsnya interfacenya keren saya customized masuk halaman utama baik,5,Negative
keren pakai banget wondr by bni,5,neutral
parahhh bngt fermukk ga bisa,1,neutral
lebih mudah cepet transaksi sama satu klau lupa blokir pin atm riset sendiri perlu ke bank mantap jok,5,Positive
lebih simpel,5,Positive
luar biasa mantap,5,neutral
sukak banget gampang cepet cuss downlaod,5,Positive
mantap guna nya lebih gampang fitur lebgkap,5,Positive
mudah,5,neutral
tampil wondr keren transaksi nya cepat mudah dengan wondr jadiin mau mu,5,neutral
aplikasi keren mudah guna cepat,5,neutral
kenapa kok sering hang gak di lagin,5,Positive
mantul mantap betul,5,neutral
baru jadi anggota terima kasih,5,neutral
keren simpel,5,neutral
sangat bantu lebih simpel sy suka aplikasi,5,Positive
transaksi pakai wondr by bni tagih transaksi sangat cepat pokok lebih simple,5,Positive
sangat bantu sekali,5,Negative
aplikasi wonder sangat keren transaksi sangat mantap penuh butuh finansial,5,Positive
keren tampil wondr by bni mudah semua transaksi jangan lupa download aplikasi wondr by bni,5,neutral
mudah cepat jadiin mau,5,neutral
aman nyaman sangat mudah guna,5,Positive
mantap,5,neutral
wondr keren transaksi jadi lebih mudah praktis cepatmantap,5,Positive
jadi mau wondr yg penuh warna baru,5,neutral
simpel cepat lengkap,5,neutral
aplikasi ringan simpel mudah untuk transaksi,5,Positive
puas banget bayar qris cepat mpin jadi males pegang uang cash,5,Negative
aplikasi yg sangat lengkap lihat rinci transaksi sangat simpel guna,5,Positive
aplikasi lebih mudah informatif warna nya kece moga makin banyak kemudahan2 utk transaksi,5,Positive
ok,5,neutral
ok,4,neutral
bayar qris wondr cpt bgt,5,neutral
mantap,5,neutral
gagal transfer terus,1,neutral
wondr by bni paling keren sangat2 bantu transaksi mudah cepat sagat baik utuk pakai tidak rugi mengunakannya aplikasi bagus bang at asli keren,3,neutral
tampil aplikasi fun banget transaksi super mudah cepat,5,neutral
tampil lebih fresh pasti nya mudah segala transaksi anda segera download gesss,5,Positive
sekarang lebih simple dan sangat mudah guna,5,Positive
mantap,5,neutral
keren sangat mudah transaksi,5,Positive
aplikasi wondr makin mudah transaksi dan mana makin jamin,5,Positive
sangat bantu transaksi cepat,5,Positive
oke banget,5,neutral
belum pakai bni taplus ga potong pakai ada potong besok nya krn saldo jadi satu,1,Negative
di wondr lebih mudah gonta ganti email harus bank,5,neutral
wondr lebih mudah gak ribet,5,neutral
super app yg sangat bagus sampai ter wondr wondr,5,Negative
fitur kini cuma e statement gda tambah gak di capture perhati fitur,5,neutral
tampil tarik full color lebih simpel gampang transaksi,5,Positive
kurang canggih contoh mobile cash ga ad lihat saldo instan ga ada login aplikasi cuma 1 pilih harus tampilkan2 pilih masuk pin biometrik masih kalah jauh masih ribet ga simple,1,Negative
sangat bagus sinpel,5,neutral
susah waktu veritivikasi wajah suruh nengok kanan kiri atas bawah ujung2nya waktu habis minta pihak bank ikut susah anjingkokkk apknya,1,Negative
lebih mudah cepat,5,neutral
wondr by bni tiada nya transaksi mudah cepat gak kalah keren tampil nya donk eye catching kereen abiiss,5,Negative
bayar jd lebih mudah wondr by bni scan qris nya cepat kilat,5,Positive
wondr modern canggih cepat mudah proses cangih tampil modern mantaaaaap,5,Positive
sangat sangat manfaat lebih gampang guna nya,5,Positive
aplikasi lebih simpel tampil tarik,5,Positive
tampil aplikasi tarik lebih warna cocok semua kalang simple lebih mudah transaksi,5,Positive
aplikasi sangat bagus banget mbanking belum jadi lebih wise kelola uang keren bni,5,Positive
apkikasi sangat bantu manajemen uang,5,Negative
lemah cuma gk d ss jd susah buat bukti tf,4,Negative
sangat beri mudah,5,Positive
apk baik mudah simpel,5,Positive
ok,5,neutral
keren,5,neutral
wondr by bni aplikasi nya mantap tampil elegan,5,neutral
ok mantab banget aplikasi,5,Positive
transaksi lebih mudah wondr by bni,5,Positive
transaksi lebih mudah cepat wondr baik,5,Positive
gak fitur mobile tunai lebih lengkap aplikasi lama,1,Negative
mobile tunai,5,Positive
dengan wondr by bni semua jadi mudah,5,Negative
good,5,neutral
aplikasi yg sangat bantu lebih warna lebih cepat gk ribet,5,Positive
aplikasi bagus mohon tambah tarik tunai kartu trimakasih mohon tambah mobile tunai kartu ada,5,Positive
sangat bantu transaksi mudah simple lupa pin atm pin blokir bisa laku aps wondr mantappppp pokoknyaaa,5,Positive
sangat mudah operasi bni memang mantap,5,Positive
keren loh tampil lebih full color simpel makenya gak ribet,5,Positive
bagus user friendly old user bca tp utk wonder bni bagus juga trus semangat utk anak negeri,5,Negative
mohon update tarik tunai atm,3,Positive
wondr lebih mudah lebih simpel tentu lebih warna wondr by bni sangat keren,5,Positive
aplikasi sangat keren paling sempurna ni aplikasi,5,Negative
aplikasi mudah keren,5,neutral
keren super appsnya cepat transaski mantappp,5,Positive
eazy user lebih informatif keren,5,Positive
serasa punya financial advisor genggam ngecek transaksi keluar pasu saji lengkap menu,5,Positive
top apk nya lebih simpel praktis tarik,5,Positive
ok,5,neutral
sangat bagus,5,neutral
ok banget dah,5,Positive
tampil makin user friendly jadi mau transaksi apa sat set sat set terima kasih bni,5,Positive
mantaaapp wondr,5,neutral
aplikasi nya kerennnn,5,neutral
apk nya cepet banget wuzzzzzz komplit beda sama apk bank belah,5,Negative
wonder by bni the best,5,neutral
apps mobile banking baik,5,Positive
kecewaaa transaksi top up tap cash terang hasil saldo tapcash blm tambah saldo rekening potong ini yg 2 kali dan saya laku update saldo bni tapcash go hasil sma saldo blm masuk sangat nyaman mohon baik,1,Positive
ko wondr by bni ga buka yaa cuma sekali doank transaksi jg kmarin yg sama tidak buka min aplikasi knp ya apa uninstall dlu aduh bingung jelasinnya gmn yaa jd aku pas klik aplikasi wondr stuck di gambar kaya yg di atas min gambar kaya yg di playstore nya stuck aj lamaaaaaaa,3,Negative
mudah cepat bukti kan,5,neutral
app bagus simple sangat bantu pantau transaksi uang bisa atur jadwal transfer bisa liat aset smoga cepat update baru menu lebih agam bni mobile belum bayar pertamina lpg 3kg mobile tunai menu detail dplk bni simponi menu detail pinjam,5,Positive
tidak cek transaksi antar bulan bisa cek mutasi rekening tidak liat saldo pakai berapa lalu tinggal berapa,3,neutral
bismillah more batter,5,neutral
wondr easy to use,5,neutral
lebih mudah lebih informatif moga segera mobile tunai,5,Positive
bagus,5,neutral
bagus cs nya ramah,5,neutral
mantan the best color full,5,neutral
proses cepat,5,neutral
ayo coba aplikasi ini absolutely unique,5,Negative
lebih cepat trx nya gak ribet pasti eyecatching bgt tmpilannya sukakkkk polll kereeennn si,5,Positive
wondr everyday,5,neutral
wondr by bni gampang mudah ga ribet banyak promonya keren pokok,5,Negative
sangat simple sekali no ribet2,5,Positive
wonderful apl,5,neutral
berapa kali coba cuma buat registrasi doang gak bisa aneh,1,neutral
fresh n easy lebih cepat no ribet2 tks bni,5,neutral
pakai qris lebih mudah,5,Positive
tiap masuk sedikit kendala tim sedang coba baik pas butuh2nya eh ngga masuk,3,Negative
aplikasi bagus tarik simpel serta sangat mudah nyaman guna,5,Positive
mantap,5,neutral
best super apps banking ini,5,neutral
oke,5,neutral
sangat simpel transaksi cuma pakai pin data transaksi lebih jelas sangat tarik segi tampilnnya,5,neutral
aplikasi keren aktivasinya mudah transaksi cepat aman,5,Positive
aplikasi keren sangat mudah guna,5,neutral
wondr lebih mudah tampil lebih tarik bahkan promo belanja banyak banget,5,Positive
aplikasi sangat manfaat bantu dlm transaksi uang jadi lebih mudah perlu datang bank cukup pake hp,5,neutral
keren ni aplikasi tentu mudah banget,5,neutral
mantapppppp,5,neutral
lebih mudah transaksi sukses buat bni,5,Positive
belanja pake qris wondr by bni cepat simple,5,neutral
simple cepat transaksi,5,Positive
baik data mulu g becus kerja,1,Negative
verifikasi wajah susah banget,2,Negative
simple komunikatif user friendly inovatif congrats bni atas aplikasi mbanking baru,5,Negative
mudah guna ribet aman nyaman,5,neutral
keren,5,neutral
bayar qris wonder cepat sekali cuma 3 step,5,Negative
sangat mudah simpel untuk transaksi jooossssss,5,Positive
lebih praktis,5,Positive
bayar qris wondr lebih cepat step,5,Positive
halo developer wondr guna wondr by bni memberitaukan dapat kendala tarik tunai indomaret jadi indomaret daftar bni mobile jadi pihak bni tambah aplikasi wondr by bni agar laku tarik tunai indomaret terimakasih,1,Positive
aplikasi tukang ganguan,1,Negative
beli tiken listrik cepat banget,5,Positive
aplikasi mudah erti,5,neutral
aplikasi wondr sangat mudah laku transaksi bni baik,5,neutral
lebih simpel matap dah pokok a,5,Negative
bagus,5,neutral
tetap isa scan waj h,2,neutral
baik,5,neutral
keren transaksi jadi lebih mudah nyaman,5,Positive
tampil bagus mudah guna tapi koq ada fitur setor tarik tunai,4,Positive
ko riwayat mutasi ngak lengkap aplikasi lama potong uang admin kartu aplikasi ngak ada tau langsung di potong tdk di riwayat transaksi,2,Negative
krennnnn,5,neutral
aplikasi sangat bagus tampil keren fitur sangat mudah guna tambah fitur e-stement lebih baik,5,neutral
mengapa fitur lihat aset tampil semua aset mohon jelas,3,Negative
app ga jelas mw tf dana aja gagal trs tf bank pun sama klo ga bs bkin app bagus ga usah hapus aja pdhl saldo msh,1,Positive
buat team it coba wondr buat m-banking bni kalo wondr klik rek hanya rincian hijau pasu - hitam keluar terang saldo akhir kita kalo m-banking bni lengkap sisa saldo kita debet kredit saldo jadi lebih jelas ada rincian debet kredit saldo akhir cara umum suka wondr itu aja sih saran nya i love bni,5,Positive
mau aktivkan repot password dg 4 katagori huruf besar huruf kecil angka karakter face recog gak pake kacamata plus 4 lepas kacamata gak baca perintah gagal terus capek bikin rek krn syarat kantor gaji terima langsung kosongin kirim rek si biru yg m-bankingnya gak neko,1,neutral
ngabis in pulsa transaksi sms masuk mulu ga di non aktif kurang sip,3,Negative
wondr ok dan lengkap,5,neutral
sangat cepat bayar qris aplikasi wondr keren banget,5,Negative
sangat bantu transaksi perlu pergi bank lewat mondr by bni,5,neutral
aplikasi nya bagus cuma promosiin tolol akwoakwok iming iming 150rb eh pas akhir bulan tarik untung gua dh pake 100rb yah tolol,1,Negative
keren lebih mudah tampil sangat tarik,5,Positive
tampil aplikasi lebih fresh ramah guna transaksi lebih praktis mudah cepat,5,Positive
mudah simple,5,Positive
pakai qris cuman 1 x pencet bisa bayar ribet,5,neutral
kerennn bgt,5,neutral
bayar qris wondr cepet banget keren,5,Positive
keren banget semua transaksi jadi mudah,5,Positive
wondrbybni mantap,5,neutral
transaksi pakai wondr oke banget,5,Positive
lebih cepat simpel mantap,5,Positive
wondr keren,5,neutral
wondr bni mantapp,5,neutral
aplikasi sangat bagus sekali,5,Negative
sangat bagus mudah simpel sangat mudah guna transaksi,5,Positive
bayar pakai qris wondr by bni lebih cepat mudah,5,Positive
lebih mudah lebih aman transaksi,5,Positive
cakep,5,neutral
bayar qris wondr cepet banget cuman 3 step selesai,5,Positive
sangat mudah guna dak bagus sekali,5,Negative
bayar qris sama pln jadi mudah lebih cepat,5,Positive
dipake transaksi top banget,5,Positive
aplikasi yg sangat guna mudah sekali transaksi mantap lopee sekebun bni,5,neutral
baik,5,neutral
warna bagus trx lebih cepat terlalu ribet pokok bagus namun jangan dulu bni mobile banking tutup belum mobile tunai wondr tampil terus inovasi produk wondr benar2 ganti mobile banking bni,5,Negative
sangat mudah bantu sekali,5,Negative
baik sekali,5,Negative
oke,5,neutral
transaksi jadi lebih mudah cepat,5,Positive
lebih gampang pake aplikasi wondr by bni transaksi lebih mudah cepat keren lah,5,Positive
susah kali verifikasi wajah gagal terus,1,Negative
kren,5,neutral
aplikasi ny keren dn mudah loh dn jga ga pake ribet cara daftar ny keren deh poko,5,Negative
lebih aman lebih mudah bisa andal,5,Positive
bayar qris wondr cepet bgt cuma 3 step selesai,5,neutral
aplikasi lebih simpel,5,Positive
proses verifikasi jengkel di tahap ttd malah apk keluar2 sendiri sudah ulang tetep sama aja,1,Positive
mantap keren,5,neutral
lot parah ni aplikasi,1,Negative
transfer susah,4,neutral
sya sangat suka aplikasi wondr bayar listrik pdam sya sangat mudah cepat proses ni,5,Negative
masa mau top up saldo dana max 2jt ribet tele tele bagus yg bni mobile belum no limit transaksi e-wallet tau banget nyari ceperen nasabah,1,Positive
terlalu rumit verifikasi wajah selalu gagal registrasi,1,Negative
kok tidak registrasi ya telah foto cegat gambar satpam,1,Negative
tolong menu stor tunai adain saya sering lupa bawa kartu atm,5,Positive
easy to use bangettt,5,neutral
ok banget,5,Positive
tolong buat menu tarik tunai setor tunai kek brimo thanks,5,Positive
aplikasi oke,5,Positive
masa aplikasi wondr ko ga jln dr malam pas butuh,1,neutral
ok,5,neutral
susah udh 2 hari coba gagal foto mudah2an yg 5 kli baru bisa semangaaaatttt,1,Negative
cara setor tunai pakai aplikasi wonder gimana,5,neutral
jelek parah aplikasi nya suruh update terus klo saya skip,1,neutral
aplikasi oke,5,neutral
gimana yaa bingung wondr baru buka rek trus setor yg beri nila 70 total terus setor lgi pokok dgn jmlh keseluruhn 191 nah ktnyaa min sisa 50 atm tp ps mau narik sisain 50 trus cek liat sldo kok 19 500 lgi gimna tu critnya apa yg kurg phm mohon beri jelas,3,Negative
bagus,5,neutral
untuk notifikasi nangnggung banget min minimal lah 10 ribu ini 500 ribu aneh pelit banget sama fitur,1,Positive
lot,2,Negative
aplikasi simpel mudah,5,neutral
good,5,neutral
menu kurang lengkap mutasi transaksi detail apk terlalu paksa,1,Negative
aplikasi oke,5,Positive
ok banget,5,Positive
aplikasi nya bagus saya bisa verifikasi wajah,2,Negative
sangat mudah guna,5,neutral
ok banget,5,Positive
ni sama aja sama bni layan banyak alas itu dplk padahal sama aja sama bni bukan main alas tugas bni beda sama dulu skrg malah susah nasabah mending nasabah bni pindah buku tabung,1,Positive
ok,5,neutral
cara tarik tunai kartu bagaimana,3,Positive
mantap cepat,5,neutral
tolong dong utk internet banking guna hp android jangan tutup lebih nyaman guna internet banking pakai hp ini jadi kendala utk pembayaran2 saya blm install wondr,5,neutral
sangat bantu,5,neutral
,5,neutral
daftarin nya gimana udah berapa kali daftar gagal terus,2,neutral
dari kemarin kok verifikasi verifikasi wajah terus tdk buka aplikasi siap edar kayak tolong benah dong kualitas kalo kayak gin mending pakai bni mobile banking masak aplikasi ganti tambah jelek verifikasi wajah belum bisa tolong developer baik dulu aplikasi,1,Negative
maaf verifikasi foto ktp ulang terus terus an padahal gambar jelas kenapa terus terus an ulang mohon perhati aplikasi tidak ulang terus terus an,2,Negative
kecewa sih wondr ngak fitur buat setor tarik tunai via wondr kira lounching wondr kayak bank belah yg keren,2,Negative
kalo tf mas kan lewat mobile banking bni meski daftar wondr by bni ka tolong respon ka,4,neutral
2 lebih minggu mentok verifikasi slalu sistem gagal,1,Negative
saya kurang puas aplikasi ini quris sering eror jadi sering gk pakai mohon segera maksimal kan lagi dan top up tapcash sering gk masuk saldo padahal sangat butuh untuk zaman sekarang mohon segera di maksimal lagi trima kasih,2,Positive
ferifikasi selesai malah suruh cabang kata silah perbaharuai data anda bodo,1,Negative
verifikasi email nya selalu masalah,2,neutral
dear wondr bni app please add a fingerprint feature to enter apps such as mobile banking app add top up games feature collaboration with app online shop,4,Negative
wondr bni matap,5,neutral
aplikasi yg oke,5,Positive
verivikasi wajah nya susah ribet lah,1,neutral
oke,5,neutral
apk bagus simpel mudah guna,5,Positive
ok,5,neutral
baik,5,Positive
verifikasi wajah kali juga gak bisa sulit seperti yg lain,3,Negative
aplikasi wondr tarik lebih praktis,5,Positive
kereeen,5,neutral
simple fungsional mengakomodir banyak butuh hanya turut opsi loginnya mobile bni saja fingerscan bisa isi paswword pin karena pilih login finger tangan sedang keringat luka bisa tidak opsi login lain mohon tambah opsi loginnya terimakasih,4,Negative
wondr by bni ini khusus nasabah exsisting seperti jadi klo mau daftar nasabah baru tetap ke cabang sodara bawa identitas itu alam ya sodara mau buka rek bni via wondr by bni ini,3,Positive
baik,5,neutral
mantap banget bni,5,Positive
sorry aplikasi jelek verifikasi wajah gak pernah bisa udah ikut atur gabisa ke cs gak bantu sama sekali,1,Negative
aplikasi bagus mudah guna jaring kadang kurang bagus,5,neutral
mantap sangat bantu sangat mudah,5,neutral
ok,5,neutral
aplikasi sedikit berat mudah admin baru tampil nya masih kurang paham,4,neutral
aplikasi keren,5,neutral
gokils sih semua transaksi mudah apalagi fitur mutasi digital gitu atau apa bantu banget buat liat keluar pasu tks bni,5,neutral
balik ke bni mobile banking cek transaksi saldo aja kayak wallet ga jelas mutasi saldo tarik setor tunai ga bisa ga ganti lengkap bni mobile banking,1,Negative
aplikasi oke,5,Positive
bagus,5,neutral
wondr bagus,5,neutral
sangat bagus,5,neutral
aplikasi bagus mohon tambah menu kepelabuhanan,5,neutral
bantu sekali,5,Negative
baik,5,neutral
mohon limit transfer kembang jadi 25jt hari jangan 10jt hari jadi malah tunggu 24 jam kalo mau transfer lagi overall bagus sih apknya jadi llebih simple ga ribet,5,Negative
,4,neutral
hbs instal bisa laku transaksi hanya terang limit lebih transaksi pdhal sy tdak transaksi belum,1,neutral
no hp aq kan dah mati gak masuk gana dooonk kasih sulusi pake no hp baru lanjut kan enak males ke kantor cabang antri sangat bosan,2,Negative
aplikasi nya nendang merespon kurang baik tidk masuk,1,Negative
fiturnya kurang lengkap sperti bni mobile yg lama tdk bayar didik,5,Negative
aplikasi nya bagus sayang bangat ga transfer akun dana gimana yaohon bantu nya makasih,1,Positive
apk nya bagus sangat bantu mudah sekali guna yg aku anehin kesel bgt sampe bbrapa kali verivikasi ulang sampe bosen aku masalah sama pin wondr nya udah ganti bbrapa kali bisa guna udah verifikasi lagi keluar sendiri login lagi pas masukin password eh gak sesuai password nya verifikasi kali kan nyebelin masalah nya udah bbrapa kali aku verifikasi hasil verifikasi tapi hasil tetap aja bisa pake transaksi,3,Negative
baik,5,neutral
aplikasi lot banget malah yg rang mbanking lama tarik tunai kartu,2,Negative
biar bintang yg nilai,5,neutral
sulit buka tabung selalu force stop proses ttd,1,Positive
bagus samgat bantu mudah transaksi keuangani simpel ribet ringan buka aplikasi lancar guna hari belum kendala selalu hasil fiturnya banyak,5,Negative
3 x registrasi waktu mau selesai ttd keluar sendiri aplikasi,1,Negative
sangat mudah praktis dlm pakai keren,5,Positive
selalu gagal verifikasi wajah padahal guna asesoris tidak backlight pencahayaab jelas device guna samsung z flip 5 notabene punya kamera yg bagus saja sulit,1,Negative
baru pertama kali pakai aplikasi ini moga manfaat bisa bantu nasabah bni,5,Positive
ada fitur transaksi kartu cardless,3,neutral
bagus,5,neutral
banyak promo batas tidak guna,2,Negative
notif kok nulai 500rb buat minimal 10rb 50rb baru naik raring,1,Negative
ker3n apliaksi nya,5,neutral
gak fitur mobile tunai ya,4,neutral
lot,4,neutral
mantap,5,neutral
oke mantap,5,Positive
keren,5,neutral
masih suka lambat loading waktu buka ya,5,Positive
aplikasi bagong kan ini aplikasi apa sih bisa guna selesai verifikasi awal minta ktp lagi ulang datang kantor cabang mataram langko sambut satpam tidak ramah akhir suruh pulang ambil buku tabung gak awal,1,Negative
sangat bagus gampang guna,5,neutral
aplikasi oke,5,Positive
fiturnya payment lain banyak yang rang nyesel download,1,Negative
sudah topup 2x knp blm masuk saldo yaa,3,neutral
apk gajelas salah no telpon alas kurang manfaat datang kantor cabang banyak alas ini,1,Negative
saldo tdk bsa pakai,1,neutral
tidak lelet,5,neutral
verifikasi wajah susah ampun,1,Negative
aplikasi keren mirip brimo by bri livin by mandiri,5,neutral
sangat bantu sekali ada bni wondr,5,Negative
aplikasi bagus praktis ada tabung bisnis jadi pisah modal bisnis,5,Positive
sangat buruk,1,Negative
relevan,2,Negative
ok,5,neutral
susah banget mau daftar kendala verifikasi wajah terus,3,Positive
aplikasi wondr by bni keren euy,5,neutral
ok,5,neutral
ngak pake barcode,2,neutral
cek lapor saya soal transaksi gagal tapi saldo potong,5,Negative
good look,5,neutral
sangat kecewa awal pake rasa bagus beberapa hari pakai mau tf pulsa ko tdk selalu gagal,1,Negative
aplikasi sangat luar biasa sangat bantu proses transfer semua bank n gratis tanp biaya admin,5,Positive
bacaanya tim lagi baik terus ka,1,Negative
bintang 4 duluu kalo udahh kumplit baru bintang 5,4,neutral
moga manfaat data tetap aman,5,Positive
oke masalah sdh clear,5,Negative
aplikasi bagus cuma lebih enak kalo buat masuk aplikasi pake biometrik pin aja lebih simple kalo transaksi baru pake pasword kaya mbanking lama agak ribet kalo cuma mau masuk aplikasi terus gagal pake biometrik masukin password,4,Negative
keren,5,neutral
transfer terima negara pernah hasil sampai transaksi lewat atm bank bca,2,neutral
cukup lumayan simpel aplikasi nya menu tampil kurang lengkap versi lama bni mobile banking,4,Negative
ga dapet email terus,1,Positive
masih pakek m-bankingnya yang wondr jengkel verifikasi wajah selalu gagal,1,Negative
